Tweets,First,Second,Third
Aksyon Demokratiko VP bet Dr Willie Ong conceded to election frontrunner Sara DuterteCarpio in the vicepresidential race on Wednesday Ong placed fourth with 1848431 votes based on the partial and unofficial results from Comelec hashtagBilangPilipino2022,Neutral,Positive,Neutral
KINAKABAHAN AKO hashtagEleksyon2022,Negative,Neutral,Neutral
Sa Mayo 7 iboto ang nararapat hashtaghalalan2022,Neutral,Positive,Positive
Patunay na mas minahal ang isang Bongbong Marcos kesa kay Leni Robredo Partida Vice President pero talunan chance niya sana to prove herself pero mas inuna ang pagiging komunista hashtagElection2022PH,Negative,Neutral,Negative
READ Comelec names PDPLaban as this elections dominant majority party Nacionalista Party as the dominant minority party granting their watchers preference in access to polling canvassing centers hashtagHalalan2022,Neutral,Neutral,Neutral
Vice presidential candidate Kiko Pangilinan and his wife Sharon Cuneta fall in line to cast their votes in Barangay Inchican Silang Cavite on May 9 2022 TwitterKiko Pangilinan hashtagBilangPilipino2022,Neutral,Neutral,Positive
Nakaboto ka na ba ngayong hashtagEleksyon2022 Kapuso Gaano katagal ang inabot mo bago ka nakaboto Ibahagi ang inyong sagot sa comment section at maaari itong mafeature sa aming hashtagEleksyon2022 special coverage,Neutral,Positive,Neutral
Replying to May umeksena sa waiting area kasi akala niya nagpapasingit sa pila Poll watcher ni Boy Purga Buti nalang patient at calm yong PPCRV volunteers to explain to him na walang ganun hashtagHalalan2022,Neutral,Neutral,Positive
Truth Think twice before you vote hashtaghalalan2022 🇵🇭,Neutral,Positive,Positive
Another example is ABP partylist ABP when spelled out is Ang Bumbero ng Pilipinas Partylist Using the logic earlier ANG BUMBERO is a better way for 🔥fighters to easily recognize the partylist that represents them hashtagHalalan2022,Neutral,Neutral,Positive
Di ko pa pwede sabihin kung sino po pero alam niyo naman na kung sino may gawa nito CONSIDER YOURSELF DISQUALIFIED hashtagEleksyon2022 hashtagDayaan2022,Negative,Negative,Negative
Hanggang 1159 💙 hashtagSwitchToIsko hashtagBaGuCaSi hashtagPresidente3Isko hashtagHalalan2022,Positive,Neutral,Positive
May the Filipino people choose the best leaders today Let the votes come from rational minds and sincere hearts The choice we make today will ripple for generations to come One day for three and six years hashtagParaSaPilipinas hashtagForTheFilipino hashtagEleksyon2022 hashtagHalalan2022,Positive,Positive,Positive
hashtagFrontlinePilipinas Opisyal nang inendorso ng mahigit sanlibong obispo at paring Katoliko ang tambalang LeniKiko Kasabay nito may panawagan din si Vice Pres Leni Robredo sa kanyang supporters hashtagBilangPilipino2022 via,Neutral,Positive,Positive
Sarah Dutertes entry into the political arena adds a new dimension to the election landscape 🌐 hashtagElectionLandscape hashtaghalalan2022,Neutral,Negative,Positive
In your years of service remain open to dissenting opinions It will widen your perspective the bishop said hashtagBilangPilipino2022,Neutral,Neutral,Positive
Alam kong mainit ang panahon hassle pumila at magintay pero please exercise your right to vote Good governance starts at one single vote hashtagEleksyon2022,Neutral,Positive,Positive
Celebrity winners sa hashtagHalalan2022,Neutral,Negative,Negative
Hahaha Wag na rin kayong magaral kung boboto lang rin kayo sa bobo hashtagHalalan2022,Negative,Negative,Negative
Pinagkokomento na ng Korte Suprema ang COMELEC Kamara Senado at maging kampo ni presumptive president Bongbong Marcos Jr sa petisyon para kanselahin ang kaniyang certificate of candidacy via hashtagBilangPilipino2022 hashtagFrontlineTonight,Neutral,Negative,Neutral
COMELEC is targeting the proclamation of winning partylists by May 25 or 26 as acting spokesperson Rex Laudiangco says they will wait for the results of the special elections in Lanao del Sur hashtagBilangPilipino2022,Neutral,Neutral,Neutral
Useful para sa hashtaghalalan2022,Neutral,Neutral,Positive
Win or lose I strongly believe are our emblems of hope Their primary goal is to serve not to rule Unfortunately were not yet ready for competent conscientious intelligent and selfless servant leaders hashtagEleksyon2022,Neutral,Positive,Negative
A voters holding room here at the Ramon Magsaysay Elementary School at Barangay Lourdes Quezon City hashtagEleksyon2022 hashtagHalalan2022,Neutral,Neutral,Neutral
PILIPINAS lets keep our vote COOL and CLEAN hashtagHalalan2022 hashtagElection2022PH hashtagEleksyon2022,Positive,Positive,Positive
Who to vote Check this thread hashtagEleksyon2022,Neutral,Negative,Neutral
HALAlan hashtagElection2022PH,Neutral,Neutral,Neutral
Dutertes lasting legacy gift to the Filipinos BBM Sara Backed up by Imee GMA and 11 new friendly Senators hashtagNakakaiyak 😂 hashtagHalalan2022 🙏 hashtagOverheardPH 🇵🇭,Negative,Negative,Negative
Ipagpatuloy natin ang pagpapalakas ng demokrasya sa bansa Bumoto at ipaglaban ang boses ng mamamayan hashtagHalalan2022 hashtagDemokrasya,Positive,Positive,Positive
Missing ballot packets now being replaced Contact your embassy and consulate hashtaghalalan2022 hashtagoverseasvoting,Neutral,Negative,Negative
LOOK Danilo dela Fuente a Martial Law victim says we should not let a MarcosDuterte tandem to govern hashtagHalalan2022 hashtagTWeVote,Negative,Neutral,Negative
The empire is back in power thanks to Kylo Ren hashtagHalalan2022 hashtagPHVote,Neutral,Neutral,Negative
JUST IN Kinumpirma ni Cavite 7th district Rep Boying Remulla na tinanggap niya ang alok na maging kalihim ng Department of Justice sa ilalim ng administrasyon ni presumptive president Bongbong Marcos Jr hashtagBilangPilipino2022,Neutral,Neutral,Positive
Inanunsyo ni Sen Migz Zubiri na nasa opisina ng Provincial Election Supervisor ng Surigao del Sur ang hinahanap na COC para sa pangulo at bise presidente Pinagpapaliwanag na ang Election Supervisor dito kung bakit naiwan ang naturang COC hashtagHalalan2022,Neutral,Neutral,Positive
The hottest items for sale after the elections will be red hashtagBBM tshirts and airline tickets hashtagHalalan2022 hashtagBilangPilipino2022 hashtagEleksyon2022,Neutral,Neutral,Negative
hashtagHalalan2022 Partial and Unofficial Tally As of 817 PM 4693 of the votes transmitted VICE PRESIDENT top 4 candidates Duterte 14973051 Pangilinan 4632451 Sotto 4197511 Ong 1083423,Neutral,Positive,Neutral
🚨 HALALAN 2022 ADVICE 🚨 please wag kayong papayag na may ibang tao hahawak kahit saglit sa balota ninyo konting gusot at punit hindi na yan tatanggapin sa vcm PROTECT YOUR VOTES BE VIGILANT please RT makakatulong to sa ating kababayan hashtagHalalan2022 hashtagMay9th,Neutral,Positive,Positive
magbabasa ka lang naman sa idiot board dami mo pang demands sa audience hashtagLeniKikoPasasalamat hashtagTayoAngLiwanag hashtagEleksyon2022,Neutral,Negative,Negative
Eleazar 3 partylists among first to file SOCEs Comelec hashtagCOMELEC hashtagEleksyon2022 hashtagnews hashtagSOCEs,Neutral,Neutral,Neutral
hashtagHalalan2022 Predict Test your prediction skills by voting what you think will happen in the May 9 Elections 21 The number of Filipinos who will vote in the elections will be,Neutral,Neutral,Neutral
hashtagMakatiIsPink hashtagPilipinasIsPink hashtagLeniKikoAllTheWay hashtagIpana7oNa10ParaSaLahat hashtagHalalan2022,Positive,Positive,Positive
Juskow po hashtagHalalan2022,Negative,Negative,Negative
Kahapon for our mothers ngayon for our motherland 🌸 Vote wisely hashtagHalalan2022,Positive,Positive,Positive
Replying to and Senior citizens waiting in line to cast their votes Mahirap lang para sa amin kasi nasa pinakataas pa ang presinto namin an elderly voter tells hashtagTheFilipinoVotes 🇵🇭,Neutral,Neutral,Negative
Its a shame how dirty politics can get We deserve better 💔 👎 hashtagHalalan2022 hashtagDirtyPolitics,Negative,Negative,Negative
AntiMarcos protesters troop to Comelec canvassing site hashtagHalalan2022,Neutral,Negative,Negative
Comelec Commissioner George Garcia urges artists and celebrities to disclose how much they were paid for endorsements by candidates in hashtagHalalan2022 Related story,Neutral,Neutral,Negative
This is a REMINDER to VOTE WISELY 🇵🇭 🤎 hashtagEleksyon2022 hashtagHALALAN2022,Positive,Positive,Positive
Laudiangco The Party List Group is the candidate and the Constitutional proscription states contd hashtagEleksyon2022,Neutral,Neutral,Neutral
If you truly love your country like youve been claiming you will follow the laws of the land accept the election result work with everyone regardless of political affiliation Let go of your pride because the country needs unity not division hashtagBagongPilipinas hashtagHalalan2022,Positive,Positive,Positive
The daughter of Kiko Pangilinan and Sharon Cuneta Kakie Pangilinan is not happy with the result of the recently concluded election hashtagElection2022 hashtagElection2022PH hashtagElectionResults,Negative,Negative,Negative
LOOK Actresshost Jolina Magdangal together with her husband Mark Escueta cast votes this morning via hashtagHalalan2022 📸 IGJolina Magdangal,Neutral,Neutral,Positive
JUST IN Pormal nang naiproklama bilang bagong hinirang na Ikalawang Pangulo ang anak ni Outgoing President Rodrigo Duterte na si Outgoing Davao City Mayor Inday Sara DuterteCarpio Siya ang papalit kay outgoing VP Leni Robredo hashtagBilangPilipino2022 hashtagBotantengFrontliner,Neutral,Neutral,Positive
Why claiming nakickout if ikaw naman talaga nagvoluntary umalis hashtagHALALAN2022,Negative,Negative,Negative
The Marcos familys legacy is one of corruption and abuse of power Lets not forget history scroll hashtagMarcos hashtaghalalan2022,Negative,Negative,Negative
As of 353PM 18 of 173 COCs have been canvassed hashtagEleksyon2022 via,Neutral,Neutral,Neutral
Actually thats a terrible thing If Google Trends can be so easily manipulated its damn near worthless hashtagHalalan2022 hashtagBBMSaraUNITEAM 🗳️ 🇵🇭,Negative,Negative,Neutral
Wed like to have a warning for those who would want to malign disrupt the electoral process the full force of the law will be going against you PNP Lt Gen Vicente Danao Jr warns on Sunday as the liquor ban took effect hashtagBilangPilipino2022 READ,Neutral,Negative,Neutral
I overheard a lawyer telling his compaera that he voted for BBM but is very sure there was magic that happened He claimed that he may have voted for BBM he is doubtful of the numbers and the fast transmission of the result is highly dubious hashtagEleksyon2022 hashtagmediumrare,Neutral,Neutral,Neutral
Ill make sure theres an extra hour of sleep every day 🕞 🗳️ hashtaghalalan2022,Positive,Positive,Positive
Fact This platform can be extremely toxic But also a fact There are important exchanges happening here about hashtagEleksyon2022 and more importantly I like to think actual conversations that need to happen as well,Neutral,Positive,Negative
Tinalakay nina Political Science Prof Jean Franco ng UP at Howie Severino ang nagdaang hashtagEleksyon2022 sa pinakabagong episode ng The Howie Severino Podcast Spotify Apple Podcast Google Podcast,Neutral,Neutral,Neutral
Tapos ka na bang bumoto 🗳️ Voting centers are open until 7PM You still have another hour to cast your ballot Make it count hashtaghalalan2022,Neutral,Positive,Positive
DepEd Election Task Force Hotline now available to receive concerns and assist on electionrelated matters hashtagEleksyon2022 hashtagHalalan2022 hashtag2022elections hashtagphvote,Neutral,Neutral,Neutral
Brigadier General Bernard M Banac Regional Director of the Police Regional Office VIII expresses his gratitude to all those who offered support throughout the entire election period hashtagHatolNgBayan2022 hashtagEleksyon2022 hashtagNLE2022 hashtagInformInformInform,Neutral,Positive,Positive
Ngayong araw Mayo 4 2022 ay pormal na ineendorso ng Adamson University Senior High School Supreme Student Government ang tambalang LeniKiko ngayong hashtagHalalan2022 Sa gobyernong tapat angat buhay lahat 💞 hashtagAdUSHSSSGForLeniKiko,Positive,Positive,Positive
Hindi ganon kabobo ang SC para maniwala sa mga bobong tulad nyo hashtagHalalan2022,Negative,Negative,Positive
At naniniwala ako sa naganap na hashtagEleksyon2022 may malaking dayaan na nangyayari Naway ang katotohanan padin ang manaig sa huli,Negative,Negative,Positive
finally casted my vote grabe mangiyakngiyak na ko nung makita kong tama nasa resibo ko sulit 5 hrs na pila beh hashtagHalalan2022,Positive,Positive,Positive
The NBOC also defers the canvassing of votes for president and VP from Pampanga due to missing certificates of canvassing hashtagEleksyon2022,Neutral,Neutral,Neutral
akoy titindig hanggang ang bayan koy hindi nagwawagi 🇵🇭 hashtagHalalan2022,Positive,Positive,Positive
I had a friend who volunteered for PPCRV yesterday and they told me na the receipts they were counting were already summarized at HINDI actual ballots Kaya sa tingin niya they were already being fed rigged results Ano na Ganyanan na ba talaga hashtagHalalan2022 hashtagPPCRV,Negative,Negative,Positive
appreciate our local musicians using their voices and platforms to encourage their massive fanbases to make a stand and vote for a better tomorrow hashtagHalalan2022,Positive,Positive,Positive
MANANALO TAYO 🙏🏻 🇵🇭 hashtagIpana7oNa10ParaSaLahat hashtagLeniRobredoForPresident hashtagKikoPangilinanForVicePresident hashtagLeniKiko2022 hashtagLeniKikoAllTheWay2022 hashtagHalalan2022 hashtagBilangPilipino2022,Positive,Positive,Positive
Bobo the audacity Myghad hashtagEleksyon2022 hashtagLeni hashtagBBM hashtagHalalanResults hashtagkakampinks hashtagbbmsupporters,Negative,Negative,Neutral
Makes the people hate her more Imagine watching tae Siyempre ililipat mo ang channel But lo and behold tae din sa kabilang channel Oras oras tae Manonood ka pa ba sa mga channel na yan Magugustuhan mo na ba ang tae hashtagHalalanResults hashtagHalalan2022,Negative,Negative,Negative
I hope they remember us after the elections 🤔 handshake hashtaghalalan2022,Neutral,Positive,Positive
The Joint Canvassing Committee resumes canvassing of votes for president and vice president hashtagEleksyon2022 via,Neutral,Neutral,Positive
Kahit gaano kaliit o kabata ang iyong boses ay may halaga sa hashtagHalalan2022 Ipaglaban ang tamang pamumuno 🗳️ 🇵🇭 hashtagYouthMatters,Positive,Positive,Positive
Lord have your way 🥺 hashtagTheFilipinoVotes 🇵🇭 hashtagHalalan2022,Positive,Positive,Positive
Mga sundalong nagduty sa hashtagEleksyon2022 pinasalamatan ng Armed Forces of the 🇵🇭 AFP via,Neutral,Positive,Positive
