Tweet,Tokenized_Tweets,Corrected_Words,Emoji
Replying to and The electoral board is giving final reminders to poll watchers minutes before voting begins Theyre reminded to follow protocols or they will be asked to leave the precinct hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'the', 'electoral', 'board', 'is', 'giving', 'final', 'reminders', 'to', 'poll', 'watchers', 'minutes', 'before', 'voting', 'begins', 'theyre', 'reminded', 'to', 'follow', 'protocols', 'or', 'they', 'will', 'be', 'asked', 'to', 'leave', 'the', 'precinct', 'hashtagthefilipinovotes', 'philippines']","replying, electoral, board, final, reminder, poll, watcher, minute, voting, reminded, follow, protocol, asked, leave, precinct, hashtagthefilipinovotes, philippine",
Good morning from a rainy Davao City Well reporting throughout the day from Daniel R Aguinaldo National High School where President Rodrigo Duterte and his daughter vice presidential bet Sara DuterteCarpio will be casting their ballots hashtagTheFilipinoVotes Philippines,"['good', 'morning', 'from', 'a', 'rainy', 'davao', 'city', 'well', 'reporting', 'throughout', 'the', 'day', 'from', 'daniel', 'r', 'aguinaldo', 'national', 'high', 'school', 'where', 'president', 'rodrigo', 'duterte', 'and', 'his', 'daughter', 'vice', 'presidential', 'bet', 'sara', 'dutertecarpio', 'will', 'be', 'casting', 'their', 'ballots', 'hashtagthefilipinovotes', 'philippines']","good, morning, rainy, davao, city, reporting, day, daniel, aguinaldo, national, high, school, president, rodrigo, duterte, daughter, vice, presidential, bet, sara, dutertecarpio, casting, ballot, hashtagthefilipinovotes, philippine",
Filipino voters arrive early at Legarda Elementary School in Sampaloc Manila to cast their votes this morning Manila Vice Mayor Honey Lacuna who is running for city mayor will also cast her vote in this school later hashtagTheFilipinoVotes Philippines,"['filipino', 'voters', 'arrive', 'early', 'at', 'legarda', 'elementary', 'school', 'in', 'sampaloc', 'manila', 'to', 'cast', 'their', 'votes', 'this', 'morning', 'manila', 'vice', 'mayor', 'honey', 'lacuna', 'who', 'is', 'running', 'for', 'city', 'mayor', 'will', 'also', 'cast', 'her', 'vote', 'in', 'this', 'school', 'later', 'hashtagthefilipinovotes', 'philippines']","filipino, voter, arrive, early, legarda, elementary, school, sampaloc, manila, cast, vote, morning, manila, vice, mayor, honey, lacuna, running, city, mayor, cast, vote, school, hashtagthefilipinovotes, philippine",
Replying to Kontra Daya Its very important to choose a leader to address this concern hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'against', 'cheating', 'its', 'very', 'important', 'to', 'choose', 'a', 'leader', 'to', 'address', 'this', 'concern', 'hashtagthefilipinovotes', 'philippines']","replying, cheating, choose, leader, address, concern, hashtagthefilipinovotes, philippine",
Replying to Kontra Daya Please consider this 2022 elections as a matter of survival We have seen the worse in the past two years with this pandemic The social protection and the healthcare system the inadequacies of these have been exposed hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'against', 'cheating', 'please', 'consider', 'this', '2022', 'elections', 'as', 'a', 'matter', 'of', 'survival', 'we', 'have', 'seen', 'the', 'worse', 'in', 'the', 'past', 'two', 'years', 'with', 'this', 'pandemic', 'the', 'social', 'protection', 'and', 'the', 'healthcare', 'system', 'the', 'inadequacies', 'of', 'these', 'have', 'been', 'exposed', 'hashtagthefilipinovotes', 'philippines']","replying, cheating, election, matter, survival, worse, year, pandemic, social, protection, healthcare, inadequacy, exposed, hashtagthefilipinovotes, philippine",
Replying to Kontra Daya encourages the public to report and inform them of any incidents of vote buying machine errors harassments etc hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'against', 'cheating', 'encourages', 'the', 'public', 'to', 'report', 'and', 'inform', 'them', 'of', 'any', 'incidents', 'of', 'vote', 'buying', 'machine', 'errors', 'harassments', 'etc', 'hashtagthefilipinovotes', 'philippines']","replying, cheating, encourages, public, report, inform, incident, vote, buying, machine, error, harassment, hashtagthefilipinovotes, philippine",
Replying to Kontra Daya There is an intent to spread false news There is an intent to spread lies and untruths hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'against', 'cheating', 'there', 'is', 'an', 'intent', 'to', 'spread', 'false', 'news', 'there', 'is', 'an', 'intent', 'to', 'spread', 'lies', 'and', 'untruths', 'hashtagthefilipinovotes', 'philippines']","replying, cheating, intent, spread, false, news, intent, spread, lie, untruth, hashtagthefilipinovotes, philippine",
Replying to Kontra Daya on the proliferation of disinformation in this years elex Groups would benefit from disinformation and also are disadvantaged Disinformation is used primarily to entice voters by spreading lies and untruths hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'against', 'cheating', 'on', 'the', 'proliferation', 'of', 'disinformation', 'in', 'this', 'years', 'election', 'groups', 'would', 'benefit', 'from', 'disinformation', 'and', 'also', 'are', 'disadvantaged', 'disinformation', 'is', 'used', 'primarily', 'to', 'entice', 'voters', 'by', 'spreading', 'lies', 'and', 'untruths', 'hashtagthefilipinovotes', 'philippines']","replying, cheating, proliferation, disinformation, year, election, group, benefit, disinformation, disadvantaged, disinformation, entice, voter, spreading, lie, untruth, hashtagthefilipinovotes, philippine",
Replying to Kontra Daya This is the election cycle when we experienced the most proliferation of disinformation That would somehow influence the outcome of the elections hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'against', 'cheating', 'this', 'is', 'the', 'election', 'cycle', 'when', 'we', 'experienced', 'the', 'most', 'proliferation', 'of', 'disinformation', 'that', 'would', 'somehow', 'influence', 'the', 'outcome', 'of', 'the', 'elections', 'hashtagthefilipinovotes', 'philippines']","replying, cheating, election, cycle, experienced, proliferation, disinformation, influence, outcome, election, hashtagthefilipinovotes, philippine",
Replying to and What will happen if the VCM wont be repaired by the time voting opens at 6am Laudiangco Ihahabol na lang po lahat ito magbabatch feeding tayo ng balota kapag dumating na ang VCM Meron po tayong watchers wag po kayong matakot hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'what', 'will', 'happen', 'if', 'the', 'vote_counting_machine', 'wont', 'be', 'repaired', 'by', 'the', 'time', 'voting', 'opens', 'at', '6am', 'laudiangco', 'ihahabol', 'na', 'lang', 'po', 'lahat', 'ito', 'magbabatch', 'feeding', 'tayo', 'ng', 'balota', 'kapag', 'dumating', 'na', 'ang', 'vote_counting_machine', 'meron', 'po', 'tayong', 'watchers', 'wag', 'po', 'kayong', 'matakot', 'hashtagthefilipinovotes', 'philippines']","replying, happen, vote_counting_machine, repaired, time, voting, open, am, laudiangco, ihahabol, magbabatch, feeding, balota, dumating, vote_counting_machine, meron, tayong, watcher, kayong, matakot, hashtagthefilipinovotes, philippine",
Replying to and Comelec urges Filipinos to head to their voting precincts early Voting will be 6am7pm Comelec says the poll body Armed Forces Philippine National Police ensure a peaceful and orderly polls Huwag kayo matakot we will ensure you will be able to vote hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'commission_on_elections', 'urges', 'filipinos', 'to', 'head', 'to', 'their', 'voting', 'precincts', 'early', 'voting', 'will', 'be', '6am7pm', 'commission_on_elections', 'says', 'the', 'poll', 'body', 'armed', 'forces', 'philippine', 'national', 'police', 'ensure', 'a', 'peaceful', 'and', 'orderly', 'polls', 'huwag', 'kayo', 'matakot', 'we', 'will', 'ensure', 'you', 'will', 'be', 'able', 'to', 'vote', 'hashtagthefilipinovotes', 'philippines']","replying, commission_on_elections, urge, filipino, head, voting, precinct, early, voting, ampm, commission_on_elections, poll, body, armed, force, philippine, national, police, ensure, peaceful, orderly, poll, matakot, ensure, vote, hashtagthefilipinovotes, philippine",
Replying to Kontra Daya convenor Malou Turalde on the 2022 national polls For me to say to be successful it has to be clean and honest and the outcomes are credible hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'against', 'cheating', 'convenor', 'malou', 'turalde', 'on', 'the', '2022', 'national', 'polls', 'for', 'me', 'to', 'say', 'to', 'be', 'successful', 'it', 'has', 'to', 'be', 'clean', 'and', 'honest', 'and', 'the', 'outcomes', 'are', 'credible', 'hashtagthefilipinovotes', 'philippines']","replying, cheating, convenor, malou, turalde, national, poll, successful, clean, honest, outcome, credible, hashtagthefilipinovotes, philippine",
Replying to and The triage in Guadalupe Elementary School one of the biggest polling places in Cebu City is now open Health workers are checking each voters temperature hashtagTheFilipinoVotes Philippines Live blog,"['replying', 'to', 'and', 'the', 'triage', 'in', 'guadalupe', 'elementary', 'school', 'one', 'of', 'the', 'biggest', 'polling', 'places', 'in', 'cebu', 'city', 'is', 'now', 'open', 'health', 'workers', 'are', 'checking', 'each', 'voters', 'temperature', 'hashtagthefilipinovotes', 'philippines', 'live', 'blog']","replying, triage, guadalupe, elementary, school, biggest, polling, place, cebu, city, open, health, worker, checking, voter, temperature, hashtagthefilipinovotes, philippine, live, blog",
Theres already a queue of early voters outside Guadalupe Elementary School in Cebu City A voter told CNN Philippines hed rather vote early so hell be back home early A total of 32934 residents are expected to cast their votes here hashtagTheFilipinoVotes Philippines,"['theres', 'already', 'a', 'queue', 'of', 'early', 'voters', 'outside', 'guadalupe', 'elementary', 'school', 'in', 'cebu', 'city', 'a', 'voter', 'told', 'cnn', 'philippines', 'hed', 'rather', 'vote', 'early', 'so', 'hell', 'be', 'back', 'home', 'early', 'a', 'total', 'of', '32934', 'residents', 'are', 'expected', 'to', 'cast', 'their', 'votes', 'here', 'hashtagthefilipinovotes', 'philippines']","queue, early, voter, guadalupe, elementary, school, cebu, city, voter, told, cnn, philippine, vote, early, hell, early, total, resident, expected, cast, vote, hashtagthefilipinovotes, philippine",
Replying to PNP Directorate for Operations director PMGen Valeriano De Leon says more than 150000 cops were deployed for this years elections hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'pnp', 'directorate', 'for', 'operations', 'director', 'pmgen', 'valeriano', 'de', 'leon', 'says', 'more', 'than', '150000', 'cops', 'were', 'deployed', 'for', 'this', 'years', 'elections', 'hashtagthefilipinovotes', 'philippines']","replying, pnp, directorate, operation, director, pmgen, valeriano, leon, cop, deployed, year, election, hashtagthefilipinovotes, philippine",
Heads up All PWDs may avail of the free rides between 5am until 830pm in Antipolo Station and 9pm in Recto Station hashtagTheFilipinoVotes Philippines,"['heads', 'up', 'all', 'pwds', 'may', 'avail', 'of', 'the', 'free', 'rides', 'between', '5am', 'until', '830pm', 'in', 'antipolo', 'station', 'and', '9pm', 'in', 'recto', 'station', 'hashtagthefilipinovotes', 'philippines']","head, pwds, avail, free, ride, am, pm, antipolo, station, pm, recto, station, hashtagthefilipinovotes, philippine",
Replying to and Voters and some poll watchers start lining up outside Magat Salamat Elem School in Manila The school also contains precincts assigned to the nearby Manuel L Quezon High School which is under construction hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'voters', 'and', 'some', 'poll', 'watchers', 'start', 'lining', 'up', 'outside', 'magat', 'salamat', 'elem', 'school', 'in', 'manila', 'the', 'school', 'also', 'contains', 'precincts', 'assigned', 'to', 'the', 'nearby', 'manuel', 'l', 'quezon', 'high', 'school', 'which', 'is', 'under', 'construction', 'hashtagthefilipinovotes', 'philippines']","replying, voter, poll, watcher, start, lining, magat, salamat, elem, school, manila, school, precinct, assigned, nearby, manuel, quezon, high, school, construction, hashtagthefilipinovotes, philippine",
Good morning from Camarines Sur Presidential candidate Vice President Leni Robredo will cast her vote this morning at Carangcang Elementary School in Magarao Camarines Sur hashtagTheFilipinoVotes Philippines Live blog,"['good', 'morning', 'from', 'camarines', 'sur', 'presidential', 'candidate', 'vice', 'president', 'leni', 'robredo', 'will', 'cast', 'her', 'vote', 'this', 'morning', 'at', 'carangcang', 'elementary', 'school', 'in', 'magarao', 'camarines', 'sur', 'hashtagthefilipinovotes', 'philippines', 'live', 'blog']","good, morning, camarines, sur, presidential, candidate, vice, president, leni, robredo, cast, vote, morning, carangcang, elementary, school, magarao, camarines, sur, hashtagthefilipinovotes, philippine, live, blog",
Good morning from the Santa Cruz Central Elementary School in Laguna Final preparations are underway before voting begins at 6am Laguna is the 4th most voterich province with over 2M eligible voters hashtagTheFilipinoVotes Philippines Live blog,"['good', 'morning', 'from', 'the', 'santa', 'cruz', 'central', 'elementary', 'school', 'in', 'laguna', 'final', 'preparations', 'are', 'underway', 'before', 'voting', 'begins', 'at', '6am', 'laguna', 'is', 'the', '4th', 'most', 'voterich', 'province', 'with', 'over', '2m', 'eligible', 'voters', 'hashtagthefilipinovotes', 'philippines', 'live', 'blog']","good, morning, santa, cruz, central, elementary, school, laguna, final, preparation, underway, voting, am, laguna, th, voterich, province, m, eligible, voter, hashtagthefilipinovotes, philippine, live, blog",
Replying to and Comelec says 106125 out of 106174 precincts completed final test runs Some 49 precincts yet to submit completion reports hashtagTheFilipinoVotes Philippines,"['replying', 'to', 'and', 'commission_on_elections', 'says', '106125', 'out', 'of', '106174', 'precincts', 'completed', 'final', 'test', 'runs', 'some', '49', 'precincts', 'yet', 'to', 'submit', 'completion', 'reports', 'hashtagthefilipinovotes', 'philippines']","replying, commission_on_elections, precinct, completed, final, test, run, precinct, submit, completion, report, hashtagthefilipinovotes, philippine",
Replying to and Comelec still waiting for 47 reports in BARMM mainly in Cotabato City as some teachers refuse to serve in the polls amid confusion and security concerns Laudiangco says PNP personnel are trained to act as electoral board members to man the polls,"['replying', 'to', 'and', 'commission_on_elections', 'still', 'waiting', 'for', '47', 'reports', 'in', 'barmm', 'mainly', 'in', 'cotabato', 'city', 'as', 'some', 'teachers', 'refuse', 'to', 'serve', 'in', 'the', 'polls', 'amid', 'confusion', 'and', 'security', 'concerns', 'laudiangco', 'says', 'pnp', 'personnel', 'are', 'trained', 'to', 'act', 'as', 'electoral', 'board', 'members', 'to', 'man', 'the', 'polls']","replying, commission_on_elections, waiting, report, barmm, cotabato, city, teacher, refuse, serve, poll, amid, confusion, security, concern, laudiangco, pnp, personnel, trained, electoral, board, member, man, poll",
